intervention_name_original	intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_source	target_gene_link	eric_review_target	target_gene_comments	best_name	regulatory_status	comment	priority	db_target	db_status	incl_count
azd0530 125mg daily	azd0530 125mg daily	drug	1	NCT02167256	molecular	FYN	Alzforum	https://www.alzforum.org/therapeutics/saracatinib	2		saracatinib	experimental		FALSE			1
azd1446	azd1446	drug	2	NCT01039701	molecular	CHRNA4	Alzforum	https://www.alzforum.org/therapeutics/azd1446	2		azd1446	experimental		FALSE			2
azd3241 300 mg bid	azd3241 300 mg bid	drug	1	NCT01603069	molecular	MPO	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26137956/	2		verdiperstat	experimental		FALSE			1
azd3241 600 mg bid	azd3241 600 mg bid	drug	1	NCT01603069	molecular	MPO	Pubmed	https://pubmed.ncbi.nlm.nih.gov/26137956/	2		verdiperstat	experimental		FALSE			1
azd3241 alternative titration scheme with formulation 1 or 2	azd3241 alternative titration scheme with formulation 1 or 2	drug	1	NCT01457807										FALSE			0
azd3241 er formulation 1	azd3241 er formulation 1	drug	1	NCT01457807										FALSE			0
azd3293	azd3293	drug	4	NCT02126514	molecular	BACE1	Alzforum	https://www.alzforum.org/therapeutics/azd3293	2		lanabecestat	experimental		FALSE			1
azd3480	azd3480	drug	8	NCT00777361	molecular	CHRNA4	Pubmed	https://pubmed.ncbi.nlm.nih.gov/17192610/	2	https://www.alzforum.org/therapeutics/azd3480	ispronicline	experimental		FALSE			3
azd3839	azd3839	drug	1	NCT01348737										FALSE			0
azd3839 placebo	azd3839 placebo	drug	1	NCT01348737										FALSE			0
azd5213	azd5213	drug	3	NCT01548287	molecular	HRH3	Pubmed	https://pubmed.ncbi.nlm.nih.gov/23217964/	2		azd5213	experimental		FALSE			3
azeliragon	azeliragon	drug	2	NCT02080364	molecular	AGER	Alzforum	https://www.alzforum.org/therapeutics/azeliragon	2		azeliragon	experimental		FALSE		non	2
azeliragon 5mg	azeliragon 5mg	drug	1	NCT02916056	molecular	AGER	Alzforum	https://www.alzforum.org/therapeutics/azeliragon	2		azeliragon	experimental		FALSE			1
azilect	azilect	drug	1	NCT02207387	molecular	MAOB,BCL2	DB	https://go.drugbank.com/drugs/DB01367			rasagiline	approved		FALSE			1
azilect 1mg	azilect 1mg	drug	1	NCT00902941	molecular	MAOB,BCL2	DB	https://go.drugbank.com/drugs/DB01367			rasagiline	approved		FALSE			1
azilect®	azilect®	drug	3	NCT01268891	molecular	MAOB,BCL2	DB	https://go.drugbank.com/drugs/DB01367			rasagiline	approved		FALSE			3
b-cit and spect imaging	b-cit and spect imaging	drug	1	NCT00404170										FALSE			0
b-stn dbs	b-stn dbs	device	1	NCT00282152	device									FALSE			1
b6, b12, l-methylfolate	b6, b12, l-methylfolate	dietary supplement	1	NCT00853879	molecular	unknown	DB	https://go.drugbank.com/drugs/DB11256		DB says questionable	levomefolic acid	supplement		FALSE			1
b6, b12, placebo	b6, b12, placebo	dietary supplement	1	NCT00853879	placebo									FALSE			1
b: placebo to match donepezil and mk-3134 + scopolamine 0.5 mg	b: placebo to match donepezil and mk-3134 + scopolamine 0.5 mg	drug	1	NCT01181310										FALSE			0
bac	bac	drug	2	NCT02467413	molecular	unknown			2		bac	experimental		FALSE			1
bac matched vehicle	bac matched vehicle	other	1	NCT02467413	placebo									FALSE			
back tibial nerve electrostimulation	back tibial nerve electrostimulation	device	1	NCT02583529	device									FALSE			1
balance	balance	other	1	NCT03882398	behavioral									FALSE			1
balance & strengthening exercises	balance & strengthening exercises	behavioral	1	NCT02302144	behavioral									FALSE			1
balance and gait training in individualized sessions	balance and gait training in individualized sessions	behavioral	1	NCT01416012	behavioral									FALSE			1
balance exercise	balance exercise	other	1	NCT03314597	behavioral									FALSE			1
balance training	balance training	behavioral	2	NCT02253563	behavioral									FALSE			15
balance training	balance training	device	1	NCT04228887	behavioral									FALSE			15
balance training	balance training	other	2	NCT02488265	behavioral									FALSE			15
balance training with nintendo wii fit	balance training with nintendo wii fit	device	1	NCT01580787	device									FALSE			1
ballroom dancing classes	ballroom dancing classes	behavioral	1	NCT01428648	behavioral									FALSE			1
ban2401	ban2401	drug	1	NCT03887455	molecular	APP	Alzforum	https://www.alzforum.org/therapeutics/lecanemab	2		lecanemab	experimental	monoclonal antibody mAb158	FALSE			1
ban2401 10 mg/kg	ban2401 10 mg/kg	drug	3	NCT01767311	molecular	APP	Alzforum	https://www.alzforum.org/therapeutics/lecanemab	2		lecanemab	experimental	monoclonal antibody mAb158	FALSE			3
ban2401 2.5 mg/kg	ban2401 2.5 mg/kg	drug	2	NCT01767311	molecular	APP	Alzforum	https://www.alzforum.org/therapeutics/lecanemab	2		lecanemab	experimental	monoclonal antibody mAb158	FALSE			2
ban2401 5 mg/kg	ban2401 5 mg/kg	drug	1	NCT02094729	molecular	APP	Alzforum	https://www.alzforum.org/therapeutics/lecanemab	2		lecanemab	experimental	monoclonal antibody mAb158	FALSE			1
ban2401 5.0 mg/kg	ban2401 5.0 mg/kg	drug	2	NCT01767311	molecular	APP	Alzforum	https://www.alzforum.org/therapeutics/lecanemab	2		lecanemab	experimental	monoclonal antibody mAb158	FALSE			2
bapineuzumab	bapineuzumab	drug	11	NCT00937352	molecular	APP	Alzforum	https://www.alzforum.org/therapeutics/bapineuzumab	2		bapineuzumab	experimental	monoclonal antibody 3D6	FALSE		non	11
bapineuzumab (aab-001)	bapineuzumab (aab-001)	drug	1	NCT00606476	molecular	APP	Alzforum	https://www.alzforum.org/therapeutics/bapineuzumab	2		bapineuzumab	experimental	monoclonal antibody 3D6	FALSE			1
bapineuzumab 0.5 mg/kg	bapineuzumab 0.5 mg/kg	drug	4	NCT00998764	molecular	APP	Alzforum	https://www.alzforum.org/therapeutics/bapineuzumab	2		bapineuzumab	experimental	monoclonal antibody 3D6	FALSE			4
bapineuzumab 1.0 m/kg	bapineuzumab 1.0 m/kg	drug	3	NCT00996918	molecular	APP	Alzforum	https://www.alzforum.org/therapeutics/bapineuzumab	2		bapineuzumab	experimental	monoclonal antibody 3D6	FALSE			3
baseline	baseline	behavioral	1	NCT02768896	none									FALSE			0
basic education	basic education	behavioral	1	NCT00056316	behavioral									FALSE			0
basic skill building	basic skill building	other	1	NCT03584568	behavioral									FALSE			1
basiliximab	basiliximab	drug	3	NCT00113269	molecular	IL2RA	DB	https://go.drugbank.com/drugs/DB00074			basiliximab	approved		FALSE	IL2RA	approved	1
basiliximab treatment	basiliximab treatment	drug	1	NCT02056938	molecular						basiliximab	approved		FALSE			0
bathing support intervention (bsi)	bathing support intervention (bsi)	behavioral	1	NCT00062569	behavioral									FALSE			1
battery of neuropsychological tests	battery of neuropsychological tests	other	1	NCT01650454	none									FALSE			1
bay 94-9172 (florbetaben)	bay 94-9172 (florbetaben)	drug	1	NCT01222351										FALSE			0
bay1006578	bay1006578	drug	3	NCT01153607										FALSE			0
bbb opening	bbb opening	device	1	NCT02986932										FALSE			0
bcn	bcn	behavioral	1	NCT03119259	behavioral									FALSE			1
bee venom	bee venom	drug	1	NCT01341431	molecular	unknown			2		bee venom	experimental		FALSE			1
begacestat	begacestat	drug	1	NCT00959881										FALSE		non	0
behavioral : characterization	behavioral : characterization	behavioral	1	NCT04014673										FALSE			0
behavioral activation	behavioral activation	behavioral	1	NCT02317523	behavioral									FALSE			0
behavioral and cognitive battery	behavioral and cognitive battery	behavioral	1	NCT03940677	behavioral									FALSE			0
behavioral control	behavioral control	behavioral	1	NCT01520948	behavioral									FALSE			1
behavioral control (bc) condition	behavioral control (bc) condition	behavioral	1	NCT02457832	behavioral									FALSE			1
behavioral evaluation	behavioral evaluation	behavioral	1	NCT02218567	behavioral									FALSE			0
behavioral evaluations	behavioral evaluations	behavioral	1	NCT02428816	behavioral									FALSE			0
behavioral intervention	behavioral intervention	behavioral	1	NCT02397980	behavioral									FALSE			0
behavioral intervention based on sensory cues	behavioral intervention based on sensory cues	behavioral	1	NCT04147377	behavioral									FALSE			1
behavioral modification and education on pharmacologic treatments.	behavioral modification and education on pharmacologic treatments.	behavioral	1	NCT03378245	behavioral									FALSE			1
behavioral skills training: experimental	behavioral skills training: experimental	behavioral	1	NCT00056316	behavioral									FALSE			0
behavioral sleep education	behavioral sleep education	behavioral	1	NCT03455569	behavioral									FALSE			1
behavioral tasks	behavioral tasks	other	1	NCT01019343	behavioral									FALSE			1
behavioral training for crossing road	behavioral training for crossing road	behavioral	1	NCT01727687	behavioral									FALSE			1
behavioural assessments	behavioural assessments	behavioral	1	NCT03193099	behavioral									FALSE			0
behavioural testing	behavioural testing	behavioral	1	NCT02297035	behavioral									FALSE			0
beijing pins programming	beijing pins programming	device	1	NCT02929628	device									FALSE			1
belatacept	belatacept	drug	3	NCT01729494	molecular						belatacept	approved		FALSE	CD86,CD80	approved	0
ben-2001	ben-2001	drug	1	NCT03194217	molecular	HRH3	Pubchem	https://ncats.nih.gov/files/JNJ-31001074.pdf	2		bavisant	experimental		FALSE			1
bendamustine	bendamustine	drug	1	NCT01490723	molecular	none	DB	https://go.drugbank.com/drugs/DB06769	2		bendamustine	approved		FALSE		approved	1
benfotiamine	benfotiamine	drug	1	NCT02292238	molecular	unknown	DB	https://go.drugbank.com/drugs/DB11748	2		benfotiamine	supplement		FALSE		approved	1
benserazide	benserazide	drug	2	NCT01568073	molecular	DDC	DB	https://go.drugbank.com/drugs/DB12783			benserazide	approved	approved in EU, Canada	FALSE	DDC	approved	2
best medical therapy	best medical therapy	other	1	NCT00056563	none									FALSE			1
best medical treatment	best medical treatment	drug	1	NCT00354133	none									FALSE			9
best medical treatment	best medical treatment	other	1	NCT02864004	none									FALSE			9
best medical treatment	best medical treatment	procedure	1	NCT02823158	none									FALSE			9
best medical treatment for alzheimer's disease	best medical treatment for alzheimer's disease	drug	1	NCT03959124	none									FALSE			1
best médical treatment	best médical treatment	drug	1	NCT01291537	none									FALSE			1
best practices primary care	best practices primary care	behavioral	1	NCT01314950	none									FALSE			1
best standard care	best standard care	drug	1	NCT00568633										FALSE			0
beta amyloid imaging	beta amyloid imaging	device	1	NCT02309723										FALSE			0
betamethasone sodium phosphate/betamethasone acetate (celestone® soluspan®), 30 mg im once a day for four days	betamethasone sodium phosphate/betamethasone acetate (celestone® soluspan®), 30 mg im once a day for four days	drug	1	NCT03707795	molecular	NR3C1	DB	https://go.drugbank.com/drugs/DB00443			betamethasone	approved		FALSE			1
bevacizumab	bevacizumab	drug	1	NCT00523809										FALSE		non	0
bexarotene	bexarotene	drug	2	NCT01782742	molecular	RXRA,RXRB,RXRG	DB	https://go.drugbank.com/drugs/DB00307			bexarotene	approved		FALSE	RXRA,RXRB,RXRG	approved	1
bf 2.649 10 mg	bf 2.649 10 mg	drug	1	NCT00642928	molecular	HRH3	DB	https://go.drugbank.com/drugs/DB11642			pitolisant	approved		FALSE			1
bf 2.649 20 mg	bf 2.649 20 mg	drug	1	NCT00642928	molecular	HRH3	DB	https://go.drugbank.com/drugs/DB11642			pitolisant	approved		FALSE			1
bf 2.649 40 mg	bf 2.649 40 mg	drug	1	NCT00642928	molecular	HRH3	DB	https://go.drugbank.com/drugs/DB11642			pitolisant	approved		FALSE			1
bf 2.649 5 mg	bf 2.649 5 mg	drug	1	NCT00642928	molecular	HRH3	DB	https://go.drugbank.com/drugs/DB11642			pitolisant	approved		FALSE			1
bf2.649 (pitolisant)	bf2.649 (pitolisant)	drug	2	NCT01036139	molecular	HRH3	DB	https://go.drugbank.com/drugs/DB11642			pitolisant	approved		FALSE			2
bhv-0223	bhv-0223	drug	1	NCT03520517	molecular	SCN5A	Pubmed	https://pubmed.ncbi.nlm.nih.gov/32040174/	2		riluzole	approved	new formulation	FALSE			1
bi 409306	bi 409306	drug	7	NCT02240693	molecular	PDE9A	Alzforum	https://www.alzforum.org/therapeutics/bi-409306			bi 409306	experimental		FALSE			7
bi 409306 matching placebo	bi 409306 matching placebo	drug	2	NCT02392468	placebo									FALSE			2
bi 425809 dose 1	bi 425809 dose 1	drug	1	NCT02788513	molecular	SLC6A9,SLC6A5	Alzforum	https://www.alzforum.org/therapeutics/bi-425809	2		bi 425809	experimental		FALSE			1
bi 425809 dose 2	bi 425809 dose 2	drug	1	NCT02788513	molecular	SLC6A9,SLC6A5	Alzforum	https://www.alzforum.org/therapeutics/bi-425809	2		bi 425809	experimental		FALSE			1
bi 425809 dose 3	bi 425809 dose 3	drug	1	NCT02788513	molecular	SLC6A9,SLC6A5	Alzforum	https://www.alzforum.org/therapeutics/bi-425809	2		bi 425809	experimental		FALSE			1
bi 425809 dose 4	bi 425809 dose 4	drug	1	NCT02788513	molecular	SLC6A9,SLC6A5	Alzforum	https://www.alzforum.org/therapeutics/bi-425809	2		bi 425809	experimental		FALSE			1
bi-sifrol®	bi-sifrol®	drug	1	NCT02231905	molecular	DRD3,DRD2,DRD4	DB	https://go.drugbank.com/drugs/DB00413			pramipexole	approved		FALSE			1
bia 3-202	bia 3-202	drug	7	NCT02834507	molecular	COMT	Pubmed	https://pubmed.ncbi.nlm.nih.gov/18303486/			nebicapone	experimental		FALSE			2
bia 3-202 (200 mg)	bia 3-202 (200 mg)	drug	1	NCT02772614										FALSE			0
bia 6-512	bia 6-512	drug	3	NCT03093389	molecular	unknown	DB	https://go.drugbank.com/drugs/DB02709			resveratrol	supplement		FALSE			1
bia 6-512 100 mg	bia 6-512 100 mg	drug	1	NCT03091868										FALSE			0
bia 6-512 100 mg dose	bia 6-512 100 mg dose	drug	1	NCT03091543										FALSE			0
bia 6-512 200 mg dose	bia 6-512 200 mg dose	drug	1	NCT03091543										FALSE			0
bia 6-512 25 mg	bia 6-512 25 mg	drug	1	NCT03091868										FALSE			0
bia 6-512 25 mg dose	bia 6-512 25 mg dose	drug	1	NCT03091543										FALSE			0
bia 6-512 400 mg	bia 6-512 400 mg	drug	1	NCT03095092										FALSE			0
bia 6-512 50 mg dose	bia 6-512 50 mg dose	drug	1	NCT03091543										FALSE			0
bia 9-1067	bia 9-1067	drug	30	NCT02092168	molecular	COMT	DB	https://go.drugbank.com/drugs/DB11632			opicapone	approved		FALSE			13
bia 9-1067 (clinical micronized, cm)	bia 9-1067 (clinical micronized, cm)	drug	1	NCT02305277										FALSE			0
bia 9-1067 (test)	bia 9-1067 (test)	drug	1	NCT03820037										FALSE			0
bia 9-1067 (to-be-marketed, tbm)	bia 9-1067 (to-be-marketed, tbm)	drug	1	NCT02305277										FALSE			0
bia 9-1067 15 mg	bia 9-1067 15 mg	drug	1	NCT01519284										FALSE			0
bia 9-1067 25 mg	bia 9-1067 25 mg	drug	1	NCT02169414										FALSE			0
bia 9-1067 30 mg	bia 9-1067 30 mg	drug	1	NCT01519284										FALSE			0
bia 9-1067 5 mg	bia 9-1067 5 mg	drug	2	NCT02169414										FALSE			0
bia 9-1067 micronized	bia 9-1067 micronized	drug	1	NCT02305316										FALSE			0
bia 9-1067 non-micronized	bia 9-1067 non-micronized	drug	1	NCT02305316										FALSE			0
bibliotherapy	bibliotherapy	behavioral	1	NCT01731717	behavioral									FALSE			1
bifeprunox	bifeprunox	drug	1	NCT00160147	molecular	unknown	DB	https://go.drugbank.com/drugs/DB04888			bifeprunox	experimental		FALSE		non	1
biib014	biib014	drug	2	NCT00438607	molecular	ADORA2A	NCATS	https://drugs.ncats.io/substance/LDR3USH1NJ	2	adenosine A2A receptor antagonist	vipadenant	experimental		FALSE			2
biib037	biib037	drug	1	NCT01397539	molecular	APP	Pubmed	https://pubmed.ncbi.nlm.nih.gov/27582220/			aducanumab	experimental		FALSE			1
biib054	biib054	drug	3	NCT03716570	molecular	SNCA	Alzforum	https://www.alzforum.org/therapeutics/cinpanemab			cinpanemab	experimental		FALSE			3
biib067	biib067	drug	2	NCT03070119	molecular	SOD1	Alzforum	https://www.alzforum.org/therapeutics/tofersen		antisense oligonucleotide targeting SOD1	tofersen	experimental		FALSE			2
biib076	biib076	drug	1	NCT03056729	molecular	MAPT	Alzforum	https://www.alzforum.org/therapeutics/biib076			biib076	experimental	monoclonal anti-tau IgG1 antibody	FALSE			1
biib078	biib078	drug	1	NCT03626012	molecular	C9orf72	Alzforum	https://www.alzforum.org/therapeutics/biib078	2	antisense oligonucleotide targeting the chromosome 9 open reading frame 72 (C9ORF72) gene mRNA	biib078	experimental		FALSE			1
biib092	biib092	drug	2	NCT03658135	molecular	MAPT	Alzforum	https://www.alzforum.org/therapeutics/gosuranemab			gosuranemab	experimental		FALSE			2
biib094	biib094	drug	1	NCT03976349	molecular	LRRK2	Alzforum	https://www.alzforum.org/therapeutics/biib094	2	antisense oligonucleotide targeting LRRK2	biib094	experimental		FALSE			1
biib100	biib100	drug	1	NCT03945279	molecular	XPO1	press release	https://musculardystrophynews.com/2019/11/04/biib100-improves-motor-function-slows-dmd-progression-in-animal-models-study-finds/	2	inhibitor of Exporter 1 (XPO1 inhibitor)	biib100	experimental		FALSE			1
bilateral chronic electrical stimulation of the hypothalamus/fornix	bilateral chronic electrical stimulation of the hypothalamus/fornix	procedure	1	NCT00888056	device									FALSE			1
bilateral deep brain stimulation	bilateral deep brain stimulation	device	2	NCT01076452	device									FALSE			2
bilateral fornix dbs implantation,	bilateral fornix dbs implantation,	procedure	1	NCT00658125	device									FALSE			1
bilateral gpi dbs	bilateral gpi dbs	device	1	NCT01870518	device									FALSE			1
bilateral stn dbs	bilateral stn dbs	device	1	NCT01870518	device									FALSE			1
bilateral subthalamic stimulation	bilateral subthalamic stimulation	procedure	1	NCT01682668	device									FALSE			1
bilateral surgical infusion of aav-gad into the subthalamic nucleus	bilateral surgical infusion of aav-gad into the subthalamic nucleus	genetic	1	NCT00643890	molecular	GAD1	Pubmed	https://pubmed.ncbi.nlm.nih.gov/21419704/			aav-gad	experimental		FALSE			1
bimonthly online survey	bimonthly online survey	behavioral	1	NCT03882879	behavioral									FALSE			1
binary rhythm	binary rhythm	other	1	NCT03235453	behavioral									FALSE			1
biodanza program	biodanza program	other	1	NCT04113967	behavioral									FALSE			1
biofeedback auditory stimulation	biofeedback auditory stimulation	device	1	NCT01259635	device									FALSE			1
biofeedback therapy	biofeedback therapy	other	1	NCT00869830	device									FALSE			1
biofeedback training	biofeedback training	behavioral	1	NCT04247347										FALSE			0
biofeedback-based motor learning for pd	biofeedback-based motor learning for pd	behavioral	1	NCT01223781	device									FALSE			1
bioinduction "picostim" deep brain stimulation system	bioinduction "picostim" deep brain stimulation system	device	1	NCT03837314	device									FALSE			1
biologic: ic14 (monoclonal antibody against human cd14)	biologic: ic14 (monoclonal antibody against human cd14)	biological	1	NCT03474263										FALSE			0
biological : i10e (human normal immunoglobulin for intravenous administration 100mg/ml)	biological : i10e (human normal immunoglobulin for intravenous administration 100mg/ml)	drug	1	NCT01951924	molecular	none	DB	https://go.drugbank.com/drugs/DB00028			human immunoglobulin g	approved		FALSE			1
biological: cell-based therapeutics	biological: cell-based therapeutics	other	1	NCT02193893	procedure									FALSE			1
biological: cell-based therapy	biological: cell-based therapy	other	2	NCT02881476	procedure									FALSE			2
biological: kiovig® (human normal immunoglobulin for intravenous administration 100mg/ml)	biological: kiovig® (human normal immunoglobulin for intravenous administration 100mg/ml)	drug	1	NCT01951924	molecular	none	DB	https://go.drugbank.com/drugs/DB00028			human immunoglobulin g	approved		FALSE			1
biomarker	biomarker	other	1	NCT01874418	none									FALSE			1
biomarkers, mri and csf	biomarkers, mri and csf	biological	1	NCT01315639	none									FALSE			1
biopsies	biopsies	procedure	1	NCT00491062										FALSE			0
biopsies of colon	biopsies of colon	other	1	NCT03472183										FALSE			0
biopsies of peripheral autonomic nervous system	biopsies of peripheral autonomic nervous system	other	1	NCT01748409										FALSE			0
biopsy	biopsy	biological	1	NCT02841358										FALSE			0
biospecimen collection	biospecimen collection	procedure	1	NCT02759887										FALSE			0
biostamp npoint device	biostamp npoint device	device	1	NCT04201834	device									FALSE			1
biotene oral balance gel	biotene oral balance gel	device	1	NCT03682081	device									FALSE			1
biotin	biotin	drug	1	NCT03427086	molecular	unknown	DB	https://go.drugbank.com/drugs/DB00121			biotin	supplement		FALSE		non	1
bipap® s/t system	bipap® s/t system	device	1	NCT00580593	device									FALSE			1
biphasic stimulation	biphasic stimulation	device	1	NCT03496532	device									FALSE			1
biweekly intervention	biweekly intervention	other	1	NCT01989013	behavioral									FALSE			1
bl-8040	bl-8040	drug	1	NCT02462252	molecular						bl-8040	experimental		FALSE			0
blood	blood	biological	1	NCT02811653	none									FALSE			0
blood and fecal sample.	blood and fecal sample.	other	1	NCT02843841	none									FALSE			0
blood brain barrier (bbb) disruption	blood brain barrier (bbb) disruption	device	2	NCT03671889	device									FALSE			2
blood draw	blood draw	diagnostic test	1	NCT04294797	none									FALSE			16
blood draw	blood draw	procedure	8	NCT01882010	none									FALSE			16
blood draws	blood draws	other	1	NCT03371420	none									FALSE			0
blood sample	blood sample	biological	1	NCT03296176	none									FALSE			10
blood sample	blood sample	diagnostic test	1	NCT03923569	none									FALSE			10
blood sample	blood sample	genetic	1	NCT04012411	none									FALSE			10
blood sample	blood sample	other	1	NCT02424669	none									FALSE			10
blood sample	blood sample	procedure	1	NCT02868905	none									FALSE			10
blood sample and environmental survey	blood sample and environmental survey	dietary supplement	1	NCT03367650	none									FALSE			0
blood samples	blood samples	diagnostic test	1	NCT03094910	none									FALSE			0
blood sampling	blood sampling	biological	1	NCT02841358	none									FALSE			0
blood sampling	blood sampling	device	1	NCT00880347	none									FALSE			0
blood sampling	blood sampling	diagnostic test	1	NCT03939286	none									FALSE			0
blood sampling	blood sampling	other	1	NCT02923297	none									FALSE			0
blood take	blood take	procedure	1	NCT04312399	none									FALSE			1
blood test	blood test	genetic	1	NCT01903421	none									FALSE			2
blood test	blood test	procedure	1	NCT01823380	none									FALSE			2
blood test and cognitive tests	blood test and cognitive tests	other	1	NCT01351142	none									FALSE			0
blood-brain barrier opening with mrgfus	blood-brain barrier opening with mrgfus	device	1	NCT03321487										FALSE			0
blz945	blz945	drug	1	NCT04066244	molecular	CSF1R	conference abstract	https://cancerres.aacrjournals.org/content/80/16_Supplement/CT171	2	a highly selective brain penetrant CSF-1R kinase inhibitor	blz945	experimental		FALSE			1
bms-241027	bms-241027	drug	3	NCT01492374	molecular	MAPT	Alzforum	https://www.alzforum.org/therapeutics/epothilone-d			epothilone d	experimental		FALSE			3
bms-708163	bms-708163	drug	19	NCT00901498	molecular	PSEN1,PSEN2,NCSTN,APH1A,APH1B	Alzforum	https://www.alzforum.org/therapeutics/avagacestat	2	gamma secretase	avagacestat	experimental		FALSE			5
bms-708163 (gamma-secretase inhibitor)	bms-708163 (gamma-secretase inhibitor)	drug	10	NCT01454115	molecular	PSEN1,PSEN2,NCSTN,APH1A,APH1B	Alzforum	https://www.alzforum.org/therapeutics/avagacestat	2	gamma secretase	avagacestat	experimental		FALSE			10
bms-708163 + cooperstown cocktail	bms-708163 + cooperstown cocktail	drug	1	NCT00726726										FALSE			0
bms-708163 + fluconazole	bms-708163 + fluconazole	drug	1	NCT00860275										FALSE			0
bms-708163 + ketoconazole	bms-708163 + ketoconazole	drug	1	NCT00860275										FALSE			0
bn82451b	bn82451b	drug	1	NCT02231580	molecular	unknown	conference abstract	https://jnnp.bmj.com/content/87/Suppl_1/A102.2	2		bn82451b	experimental		FALSE			1
bnc	bnc	drug	1	NCT01747213										FALSE			0
body acupenture	body acupenture	other	1	NCT03791983	behavioral									FALSE			1
body awareness therapy	body awareness therapy	behavioral	1	NCT02054845	behavioral									FALSE			1
body motion evaluation dari	body motion evaluation dari	device	1	NCT03607721										FALSE			0
body sensor network	body sensor network	device	1	NCT04054856										FALSE			0
body-scan meditation	body-scan meditation	other	1	NCT03349554	behavioral									FALSE			1
body-worn sensor technology	body-worn sensor technology	other	1	NCT02556164	device									FALSE			1
bone marrow aspiration	bone marrow aspiration	procedure	1	NCT00354419										FALSE			0
bone marrow derived mesenchymal stem cells	bone marrow derived mesenchymal stem cells	biological	1	NCT01446614	procedure									FALSE			1
bone marrow transplantation	bone marrow transplantation	procedure	1	NCT00004474										FALSE			0
bont-a	bont-a	drug	1	NCT02427646	molecular	SNAP25	DB	https://go.drugbank.com/drugs/DB00083			botulinum toxin a	approved		FALSE			1
booklet	booklet	other	1	NCT04078217	behavioral									FALSE			1
booklet based training	booklet based training	behavioral	1	NCT01329601	behavioral									FALSE			1
boost 5-2 diet	boost 5-2 diet	other	1	NCT02460783	behavioral									FALSE			1
booster vaccine	booster vaccine	biological	1	NCT03819699	molecular	APP	Alzforum	https://www.alzforum.org/therapeutics/lu-af20513			lu af20513	experimental		FALSE			1
boston scientific vercise pc ipg with directional dbs lead	boston scientific vercise pc ipg with directional dbs lead	device	2	NCT03353688	device									FALSE			1
botox injection	botox injection	drug	1	NCT01551940	molecular	SNAP25	DB	https://go.drugbank.com/drugs/DB00083			botulinum toxin a	approved		FALSE			1
botulinum toxin	botulinum toxin	drug	2	NCT02472210	molecular	SNAP25	DB	https://go.drugbank.com/drugs/DB00083			botulinum toxin a	approved		FALSE			2
botulinum toxin type a	botulinum toxin type a	biological	3	NCT00477802	molecular	SNAP25	DB	https://go.drugbank.com/drugs/DB00083			botulinum toxin a	approved		FALSE	SNAP25	approved	10
botulinum toxin type a	botulinum toxin type a	drug	2	NCT02668497	molecular	SNAP25	DB	https://go.drugbank.com/drugs/DB00083			botulinum toxin a	approved		FALSE	SNAP25	approved	10
botulinum toxin type b (myobloc)	botulinum toxin type b (myobloc)	biological	1	NCT00515437	molecular	VAMP1,VAMP2,SYT2	DB	https://go.drugbank.com/drugs/DB00042			botulinum toxin b	approved		FALSE			4
botulinum toxin type b (myobloc)	botulinum toxin type b (myobloc)	drug	1	NCT00125203	molecular	VAMP1,VAMP2,SYT2	DB	https://go.drugbank.com/drugs/DB00042			botulinum toxin b	approved		FALSE			4
botulinum toxin: xeomin	botulinum toxin: xeomin	drug	1	NCT00909883	molecular	SNAP25	DB	https://go.drugbank.com/drugs/DB00083			botulinum toxin a	approved		FALSE			1
bpdo-1603	bpdo-1603	drug	1	NCT04229927	molecular	unknown	Pubmed	https://pubmed.ncbi.nlm.nih.gov/34095440/	2		bpdo-1603	experimental		FALSE			1
bpn14770	bpn14770	drug	4	NCT03030105	molecular	PDE4D	press release	https://www.shionogi.com/global/en/news/2020/11/e-201102-2.html	2	novel therapeutic agent that selectively inhibits phosphodiesterase-4D (PDE4D)	bpn14770	experimental		FALSE			1
bpn14770 placebo	bpn14770 placebo	drug	1	NCT03030105										FALSE			0
brain computer interface for wheelchair tilt control	brain computer interface for wheelchair tilt control	device	1	NCT01123200	device									FALSE			1
brain computer interface keyboard	brain computer interface keyboard	device	1	NCT00860951										FALSE			0
brain fitness	brain fitness	behavioral	1	NCT02225314	behavioral									FALSE			1
brain fitness app	brain fitness app	other	1	NCT03587012	device									FALSE			1
brain fitness app with tacs	brain fitness app with tacs	other	1	NCT03587012	device									FALSE			1
brain hq	brain hq	other	1	NCT02506036	behavioral									FALSE			1
brain imaging	brain imaging	other	2	NCT02297035	none									FALSE			0
brain imaging examination mri	brain imaging examination mri	other	2	NCT01962064	none									FALSE			0
brain imaging examination mri and pet examinations	brain imaging examination mri and pet examinations	other	2	NCT01554202	none									FALSE			1
brain mpet	brain mpet	other	1	NCT02869945	none									FALSE			0
brain mri	brain mri	device	1	NCT02811653	none									FALSE			2
brain mri	brain mri	procedure	3	NCT02836054	none									FALSE			2
brain mri with resting state scan	brain mri with resting state scan	other	1	NCT02869945	none									FALSE			0
brain polypeptide solution	brain polypeptide solution	dietary supplement	1	NCT03978338	molecular	unknown					brain polypeptide solution	experimental		FALSE			1
brain safe app	brain safe app	other	1	NCT04121858	device									FALSE			1
brain signal data collection	brain signal data collection	procedure	1	NCT04277689	device									FALSE			1
